Filename,Max Depth (micron),Max Height (micron),Max Width (micron)
processed_Cr_TAP_2x-PK_mito_chloro_032_C3_BGSub.segmentation.tiff,7.2,11.35952110487593,7.830950516440354
processed_Cr_TAP_2x-PK_mito_chloro_007_C3_BGSub.segmentation.tiff,7.1000000000000005,9.17737876729077,10.214283282313506
processed_Cr_TAP_2x-PK_mito_chloro_028_C3_BGSub.segmentation.tiff,2.1,0.789285526360589,0.9749997678571982
processed_Cr_TAP_2x-PK_mito_chloro_024_C3_BGSub.segmentation.tiff,3.8000000000000003,10.941664061508558,8.713093163549248
processed_Cr_TAP_2x-PK_mito_chloro_011_C3_BGSub.segmentation.tiff,7.4,8.744045537132015,9.827378612528904
processed_Cr_TAP_2x-PK_mito_chloro_016_C3_BGSub.segmentation.tiff,8.700000000000001,10.64761651247226,9.115474020125234
processed_Cr_TAP_2x-PK_mito_chloro_023_C3_BGSub.segmentation.tiff,2.2,0.9904759546485823,1.2999996904762643
processed_Cr_TAP_2x-PK_mito_chloro_035_C3_BGSub.segmentation.tiff,8.700000000000001,8.49642654846987,10.616664138889492
processed_Cr_TAP_2x-PK_mito_chloro_022_C3_BGSub.segmentation.tiff,6.7,8.264283746599109,10.98809262188271
processed_Cr_TAP_2x-PK_mito_chloro_017_C3_BGSub.segmentation.tiff,7.0,8.217855186224956,10.601187952098108
processed_Cr_TAP_2x-PK_mito_chloro_034_C3_BGSub.segmentation.tiff,7.7,10.1214261615652,7.1035697372453015
processed_Cr_TAP_2x-PK_mito_chloro_001_C3_BGSub.segmentation.tiff,9.1,2.460713699830072,7.444045846655752
processed_Cr_TAP_2x-PK_mito_chloro_006_C3_BGSub.segmentation.tiff,5.9,9.115474020125234,11.034521182256862
processed_Cr_TAP_2x-PK_mito_chloro_033_C3_BGSub.segmentation.tiff,8.200000000000001,11.158330676587935,8.248807559807725
processed_Cr_TAP_2x-PK_mito_chloro_010_C3_BGSub.segmentation.tiff,8.6,10.694045072846412,9.130950206916618
processed_Cr_TAP_2x-PK_mito_chloro_029_C3_BGSub.segmentation.tiff,5.6000000000000005,6.9023793089573084,9.54880725028399
processed_Cr_TAP_2x-PK_mito_chloro_025_C3_BGSub.segmentation.tiff,6.0,9.192854954082154,10.508330831349802
processed_Cr_TAP_2x-PK_mito_chloro_036_C3_BGSub.segmentation.tiff,7.2,7.119045924036685,9.301188261621844
processed_Cr_TAP_2x-PK_mito_chloro_003_C3_BGSub.segmentation.tiff,9.1,8.821426471088936,8.867855031463089
processed_Cr_TAP_2x-PK_mito_chloro_020_C3_BGSub.segmentation.tiff,9.1,9.455950129535685,9.610711997449526
processed_Cr_TAP_2x-PK_mito_chloro_015_C3_BGSub.segmentation.tiff,6.9,10.786902193594717,8.945235965420009
processed_Cr_TAP_2x-PK_mito_chloro_019_C3_BGSub.segmentation.tiff,6.800000000000001,7.057141176871149,9.59523581065814
processed_Cr_TAP_2x-PK_mito_chloro_012_C3_BGSub.segmentation.tiff,7.4,8.991664525794162,9.285712074830458
processed_Cr_TAP_2x-PK_mito_chloro_027_C3_BGSub.segmentation.tiff,7.5,8.960712152211393,11.452378225624233
processed_Cr_TAP_2x-PK_mito_chloro_004_C3_BGSub.segmentation.tiff,3.1,1.578571052721178,0.5726189112812117
processed_Cr_TAP_2x-PK_mito_chloro_008_C3_BGSub.segmentation.tiff,8.3,7.614283901360976,8.542855108844023
processed_Cr_TAP_2x-PK_mito_chloro_031_C3_BGSub.segmentation.tiff,6.4,9.873807172903055,10.709521259637796
processed_Cr_TAP_2x-PK_mito_chloro_026_C3_BGSub.segmentation.tiff,6.800000000000001,8.372617054138797,9.301188261621844
processed_Cr_TAP_2x-PK_mito_chloro_013_C3_BGSub.segmentation.tiff,5.800000000000001,6.298808024093328,8.279759933390492
processed_Cr_TAP_2x-PK_mito_chloro_030_C3_BGSub.segmentation.tiff,4.800000000000001,4.441665609127236,8.7595217239234
processed_Cr_TAP_2x-PK_mito_chloro_005_C3_BGSub.segmentation.tiff,2.2,0.9749997678571982,1.4547615583901052
processed_Cr_TAP_2x-PK_mito_chloro_009_C3_BGSub.segmentation.tiff,8.700000000000001,9.811902425737518,11.808330521826067
processed_Cr_TAP_2x-PK_mito_chloro_002_C3_BGSub.segmentation.tiff,9.1,2.460713699830072,7.444045846655752
processed_Cr_TAP_2x-PK_mito_chloro_037_C3_BGSub.segmentation.tiff,5.0,3.5440467752269584,2.723808875283601
processed_Cr_TAP_2x-PK_mito_chloro_014_C3_BGSub.segmentation.tiff,8.0,9.966664293651359,7.47499822023852
processed_Cr_TAP_2x-PK_mito_chloro_018_C3_BGSub.segmentation.tiff,5.2,9.982140480442744,7.505950593821288
processed_Cr_TAP_2x-PK_mito_chloro_021_C3_BGSub.segmentation.tiff,8.700000000000001,7.536902967404056,8.728569350340631
